28.27500,34.21300,-21.23800,69.94001,1.82000,26.51500,0
28.28800,34.18200,-21.23800,69.91201,1.83400,26.42600,0
28.31500,34.18500,-21.25100,69.93801,1.79100,26.42300,0
28.27500,34.21300,-21.25100,69.95600,1.80400,26.45400,0
28.30200,34.26300,-21.25100,69.92900,1.80400,26.44000,0
28.28800,34.32000,-21.29400,69.91201,1.80400,26.38000,0
28.28800,34.32000,-21.28000,69.89701,1.80400,26.26100,0
28.28800,34.35000,-21.30700,69.90200,1.80400,26.27700,0
28.30200,34.32300,-21.32000,69.88900,1.82000,26.30700,0
28.28800,34.27700,-21.32000,69.85601,1.80400,26.26100,0
28.27500,34.29100,-21.33600,69.86200,1.79100,26.21600,0
28.30200,34.27700,-21.33600,69.84201,1.80400,26.23100,0
28.31500,34.20100,-21.35000,69.83300,1.79100,26.30400,0
28.31500,34.33600,-21.36300,69.85700,1.79100,26.27500,0
28.28800,34.39300,-21.36300,69.81200,1.80400,26.27700,0
28.30200,34.27700,-21.40600,69.78900,1.80400,26.26100,0
28.30200,34.24600,-21.40600,69.77900,1.79100,26.18800,0
28.30200,34.24600,-21.41900,69.76000,1.79100,26.20200,0
28.31500,34.23100,-21.40600,69.76900,1.82000,26.11500,0
28.30200,34.30600,-21.41900,69.73200,1.79100,26.09800,0
28.31500,34.27800,-21.43300,69.72900,1.79100,26.05500,0
28.30200,34.23100,-21.43300,69.72900,1.77800,26.18500,0
28.30200,34.32300,-21.46200,69.73400,1.82000,26.08400,0
28.33100,34.29500,-21.44900,69.71800,1.80400,26.12900,0
28.31500,34.30900,-21.47500,69.69600,1.79100,26.14200,0
28.30200,34.29200,-21.47500,69.67000,1.79100,26.03900,0
28.30200,34.29200,-21.48900,69.65900,1.79100,25.97900,0
28.33100,34.26500,-21.51800,69.64500,1.77800,25.96500,0
28.31500,34.26300,-21.50500,69.63800,1.80400,25.80100,0
28.31500,34.24600,-21.53100,69.59600,1.80400,25.84600,0
28.30200,34.27700,-21.54500,69.57701,1.79100,25.81400,0
28.30200,34.27700,-21.56100,69.56401,1.79100,25.74100,0
28.30200,34.26300,-21.54500,69.54100,1.80400,25.74400,0
28.33100,34.26500,-21.56100,69.54901,1.77800,25.74100,0
28.30200,34.18500,-21.57400,69.51900,1.79100,25.72700,0
28.31500,34.20100,-21.60100,69.50500,1.80400,25.74400,0
28.28800,34.19900,-21.60100,69.46200,1.79100,25.75800,0
28.31500,34.16900,-21.58700,69.45301,1.79100,25.78700,0
28.30200,34.16900,-21.61700,69.47600,1.79100,25.65400,0
28.30200,34.16900,-21.63000,69.44500,1.77800,25.62200,0
28.30200,34.18500,-21.61700,69.44800,1.79100,25.65400,0
28.33100,34.17200,-21.63000,69.43000,1.77800,25.72600,0
28.30200,34.15300,-21.64300,69.43600,1.79100,25.69800,0
28.31500,34.23100,-21.67300,69.45000,1.80400,25.66800,0
28.31500,34.27800,-21.65700,69.43500,1.77800,25.65300,0
28.31500,34.21700,-21.68600,69.40300,1.77800,25.65300,0
28.30200,34.24600,-21.65700,69.43500,1.80400,25.52100,0
28.33100,34.24900,-21.70000,69.42700,1.80400,25.47900,0
28.31500,34.26300,-21.70000,69.41800,1.80400,25.46200,0
28.31500,34.27800,-21.71300,69.41600,1.80400,25.55200,0
28.34400,34.32400,-21.72900,69.40700,1.77800,25.57900,0
28.35800,34.28300,-21.72900,69.38900,1.77800,25.52000,0
28.33100,34.26500,-21.74200,69.36700,1.80400,25.41900,0
28.33100,34.31000,-21.75600,69.35700,1.79100,25.38900,0
28.33100,34.28100,-21.75600,69.32200,1.79100,25.30000,0
28.33100,34.24900,-21.75600,69.35700,1.79100,25.32900,0
28.33100,34.32400,-21.75600,69.35700,1.79100,25.43300,0
28.33100,34.36800,-21.74200,69.34900,1.76400,25.47400,0
28.31500,34.30900,-21.78500,69.31700,1.79100,25.53500,0
28.31500,34.36800,-21.79800,69.31600,1.80400,25.44800,0
28.33100,34.29500,-21.81200,69.31301,1.77800,25.41600,0
28.33100,34.28100,-21.82500,69.28400,1.80400,25.40200,0
28.31500,34.32300,-21.84100,69.25300,1.79100,25.36000,2
28.31500,34.35200,-21.84100,69.25300,1.79100,25.37300,2
28.34400,34.31000,-21.82500,69.26500,1.79100,25.32900,2
28.34400,34.29700,-21.78500,69.49900,1.79100,25.32900,0
28.33100,34.39700,-21.74200,70.08900,1.80400,25.31500,0
28.34400,34.29700,-21.65700,71.01400,1.77800,25.17800,0
28.33100,34.32400,-21.56100,71.93100,1.77800,25.04500,0
28.33100,34.31000,-21.46200,72.81401,1.77800,25.03000,0
28.34400,34.32400,-21.39200,73.61600,1.80400,25.04800,0
28.33100,34.31000,-21.28000,74.29800,1.79100,25.13500,0
28.33100,34.31000,-21.18200,74.83200,1.77800,25.17800,0
28.33100,34.36800,-21.11200,75.32500,1.79100,25.13500,0
28.31500,34.33600,-21.02700,75.65300,1.80400,25.09100,0
28.35800,34.32700,-20.97100,75.98400,1.79100,25.16400,0
28.34400,34.37000,-20.88800,76.20301,1.80400,25.13500,0
28.33100,34.36800,-20.84500,76.38000,1.80400,25.16400,0
28.33100,34.35500,-20.74400,76.53300,1.82000,25.15100,0
28.33100,34.32400,-20.71700,76.62800,1.79100,25.09100,0
28.34400,34.33800,-20.67400,76.67000,1.80400,25.06200,0
28.33100,34.33800,-20.61800,76.71500,1.82000,25.90900,1
28.34400,34.42800,-20.57500,76.75100,1.84700,32.35100,1
28.34400,34.44200,-20.56200,76.69800,1.87600,42.93000,0
28.35800,34.45500,-20.51900,76.66101,1.89000,51.17400,0
28.31500,34.42300,-20.49300,76.62001,1.93200,54.52700,0
28.34400,34.46900,-20.45000,76.54700,1.97300,54.20900,0
28.33100,34.52400,-20.43700,76.44100,2.03100,52.04100,0
28.33100,34.48300,-20.43700,76.35300,2.07100,49.28800,0
28.31500,34.48000,-20.42000,76.24000,2.12700,46.10200,0
28.34400,34.45500,-20.39400,76.16201,2.17000,43.26400,0
28.33100,34.49700,-20.39400,76.16201,2.22600,40.93900,0
28.34400,34.46900,-20.39400,76.05500,2.29800,38.76600,0
28.33100,34.49700,-20.38000,75.92300,2.29800,37.08300,0
28.34400,34.44200,-20.38000,75.79000,2.35700,35.93900,0
28.34400,34.42800,-20.38000,75.66300,2.39700,35.16500,0
28.34400,34.38400,-20.38000,75.52900,2.46900,34.47500,0
28.33100,34.42500,-20.36400,75.41500,2.48300,34.29100,0
28.34400,34.42800,-20.39400,75.30200,2.50900,34.15800,0
28.35800,34.44200,-20.36400,75.19001,2.53900,33.93400,0
28.33100,34.46900,-20.36400,75.05400,2.59500,33.65600,0
28.35800,34.47100,-20.39400,74.94300,2.59500,33.54900,0
28.34400,34.45500,-20.39400,74.83600,2.60800,33.23000,2
28.34400,34.42800,-20.38000,74.70301,2.63700,33.07000,2
28.35800,34.45500,-20.39400,74.64900,2.67700,33.22100,0
28.35800,34.40000,-20.35100,74.80001,2.69400,33.11400,0
28.34400,34.45500,-20.28200,75.29200,2.70700,32.92800,0
28.35800,34.47100,-20.18300,75.96500,2.73400,32.78500,0
28.37100,34.47100,-20.10000,76.50901,2.72000,32.75700,0
28.33100,34.42500,-20.04400,77.03000,2.75000,32.64000,0
28.34400,34.42800,-19.95900,77.44900,2.76300,32.66700,0
28.33100,34.49700,-19.87600,77.76900,2.77600,32.72200,0
28.33100,34.48300,-19.80400,77.98900,2.77600,32.68100,0
28.34400,34.49700,-19.74800,78.15200,2.77600,32.69500,0
28.35800,34.47100,-19.66500,78.25701,2.79200,32.62600,0
28.34400,34.46900,-19.62200,78.33500,2.77600,32.46600,0
28.35800,34.44200,-19.56600,78.34400,2.79200,32.38800,0
28.35800,34.42800,-19.49700,78.35800,2.80600,32.33600,0
28.35800,34.49800,-19.45400,78.34000,2.81900,32.39100,0
